Date,zone,centre,Price
14-11-01,1,HISAR,10
14-11-01,1,KARNAL,9
14-11-01,1,SHIMLA,13
14-11-01,1,MANDI,13
14-11-01,1,SRINAGAR,NA
14-11-01,1,JAMMU,NA
14-11-01,1,AMRITSAR,10
14-11-01,1,LUDHIANA,12
14-11-01,1,LUCKNOW,8
14-11-01,1,KANPUR,8.2
14-11-01,1,CHANDIGARH,9
14-11-01,1,DELHI,12
14-11-01,2,AHMEDABAD,8.5
14-11-01,2,RAJKOT,9.5
14-11-01,2,PANAJI,10
14-11-01,2,BHOPAL,17
14-11-01,2,INDORE,13
14-11-01,2,MUMBAI,11.5
14-11-01,2,NAGPUR,10
14-11-01,2,JAIPUR,12
14-11-01,2,JODHPUR,10.5
14-11-01,3,GUWAHATI,9.5
14-11-01,3,PATNA,NA
14-11-01,3,SHILLONG,10
14-11-01,3,AIZAWL,NA
14-11-01,3,BHUBANESHWAR,9
14-11-01,3,CUTTACK,8.5
14-11-01,3,KOLKATA,10
14-11-01,3,AGARTALA,11
14-11-01,4,HYDERABAD,9.5
14-11-01,4,VIJAYAWADA,10
14-11-01,4,BANGALORE,11
14-11-01,4,THIRUVANANTHAPURAM,12.7
14-11-01,4,ERNAKULAM,12.5
14-11-01,4,CHENNAI,11
14-11-01,4,MADURAI,11.5
14-11-01,4,PONDICHERRY,10
21-11-01,1,HISAR,10
21-11-01,1,KARNAL,9
21-11-01,1,SHIMLA,13
21-11-01,1,MANDI,13
21-11-01,1,SRINAGAR,NA
21-11-01,1,JAMMU,NA
21-11-01,1,AMRITSAR,10
21-11-01,1,LUDHIANA,12
21-11-01,1,LUCKNOW,8
21-11-01,1,KANPUR,8.2
21-11-01,1,CHANDIGARH,9
21-11-01,1,DELHI,12
21-11-01,2,AHMEDABAD,7.8
21-11-01,2,RAJKOT,10
21-11-01,2,PANAJI,10
21-11-01,2,BHOPAL,18
21-11-01,2,INDORE,15
21-11-01,2,MUMBAI,11.5
21-11-01,2,NAGPUR,10
21-11-01,2,JAIPUR,12
21-11-01,2,JODHPUR,11
21-11-01,3,GUWAHATI,NA
21-11-01,3,PATNA,8.5
21-11-01,3,SHILLONG,10
21-11-01,3,AIZAWL,NA
21-11-01,3,BHUBANESHWAR,9
21-11-01,3,CUTTACK,8.5
21-11-01,3,KOLKATA,10
21-11-01,3,AGARTALA,10
21-11-01,4,HYDERABAD,10
21-11-01,4,VIJAYAWADA,10
21-11-01,4,BANGALORE,11
21-11-01,4,THIRUVANANTHAPURAM,12.7
21-11-01,4,ERNAKULAM,12.5
21-11-01,4,CHENNAI,11
21-11-01,4,MADURAI,11.5
21-11-01,4,PONDICHERRY,10
28-11-01,1,HISAR,10
28-11-01,1,KARNAL,10
28-11-01,1,SHIMLA,13
28-11-01,1,MANDI,13
28-11-01,1,SRINAGAR,NA
28-11-01,1,JAMMU,NA
28-11-01,1,AMRITSAR,10
28-11-01,1,LUDHIANA,12
28-11-01,1,LUCKNOW,8
28-11-01,1,KANPUR,8.1
28-11-01,1,CHANDIGARH,9
28-11-01,1,DELHI,12
28-11-01,2,AHMEDABAD,7.8
28-11-01,2,RAJKOT,10
28-11-01,2,PANAJI,10
28-11-01,2,BHOPAL,17
28-11-01,2,INDORE,16.5
28-11-01,2,MUMBAI,11.5
28-11-01,2,NAGPUR,11
28-11-01,2,JAIPUR,12
28-11-01,2,JODHPUR,11
28-11-01,3,GUWAHATI,9.5
28-11-01,3,PATNA,8.5
28-11-01,3,SHILLONG,10
28-11-01,3,AIZAWL,NA
28-11-01,3,BHUBANESHWAR,8.5
28-11-01,3,CUTTACK,8
28-11-01,3,KOLKATA,10
28-11-01,3,AGARTALA,10
28-11-01,4,HYDERABAD,10
28-11-01,4,VIJAYAWADA,10
28-11-01,4,BANGALORE,11
28-11-01,4,THIRUVANANTHAPURAM,12.7
28-11-01,4,ERNAKULAM,12
28-11-01,4,CHENNAI,11
28-11-01,4,MADURAI,11.5
28-11-01,4,PONDICHERRY,10
05-12-01,1,HISAR,10
05-12-01,1,KARNAL,10
05-12-01,1,SHIMLA,13
05-12-01,1,MANDI,13
05-12-01,1,SRINAGAR,NA
05-12-01,1,JAMMU,NA
05-12-01,1,AMRITSAR,10
05-12-01,1,LUDHIANA,12
05-12-01,1,LUCKNOW,8
05-12-01,1,KANPUR,8.1
05-12-01,1,CHANDIGARH,9
05-12-01,1,DELHI,12
05-12-01,2,AHMEDABAD,NA
05-12-01,2,RAJKOT,NA
05-12-01,2,PANAJI,10
05-12-01,2,BHOPAL,17
05-12-01,2,INDORE,16.5
05-12-01,2,MUMBAI,11.5
05-12-01,2,NAGPUR,10.25
05-12-01,2,JAIPUR,12
05-12-01,2,JODHPUR,11
05-12-01,3,GUWAHATI,9.5
05-12-01,3,PATNA,8
05-12-01,3,SHILLONG,10
05-12-01,3,AIZAWL,NA
05-12-01,3,BHUBANESHWAR,8.5
05-12-01,3,CUTTACK,8
05-12-01,3,KOLKATA,10
05-12-01,3,AGARTALA,10
05-12-01,4,HYDERABAD,10
05-12-01,4,VIJAYAWADA,10
05-12-01,4,BANGALORE,11
05-12-01,4,THIRUVANANTHAPURAM,12.7
05-12-01,4,ERNAKULAM,12
05-12-01,4,CHENNAI,11
05-12-01,4,MADURAI,11.5
05-12-01,4,PONDICHERRY,10
12-12-01,1,HISAR,10
12-12-01,1,KARNAL,10
12-12-01,1,SHIMLA,13
12-12-01,1,MANDI,13
12-12-01,1,SRINAGAR,NA
12-12-01,1,JAMMU,NA
12-12-01,1,AMRITSAR,10
12-12-01,1,LUDHIANA,10
12-12-01,1,LUCKNOW,8
12-12-01,1,KANPUR,8
12-12-01,1,CHANDIGARH,9
12-12-01,1,DELHI,12
12-12-01,2,AHMEDABAD,8.8
12-12-01,2,RAJKOT,9.5
12-12-01,2,PANAJI,10
12-12-01,2,BHOPAL,NA
12-12-01,2,INDORE,NA
12-12-01,2,MUMBAI,11.5
12-12-01,2,NAGPUR,11
12-12-01,2,JAIPUR,12
12-12-01,2,JODHPUR,11
12-12-01,3,GUWAHATI,9
12-12-01,3,PATNA,8
12-12-01,3,SHILLONG,10
12-12-01,3,AIZAWL,NA
12-12-01,3,BHUBANESHWAR,8.5
12-12-01,3,CUTTACK,8
12-12-01,3,KOLKATA,10
12-12-01,3,AGARTALA,10
12-12-01,4,HYDERABAD,10
12-12-01,4,VIJAYAWADA,10
12-12-01,4,BANGALORE,11
12-12-01,4,THIRUVANANTHAPURAM,12.6
12-12-01,4,ERNAKULAM,12.5
12-12-01,4,CHENNAI,11
12-12-01,4,MADURAI,11.5
12-12-01,4,PONDICHERRY,10
19-12-01,1,HISAR,10
19-12-01,1,KARNAL,10
19-12-01,1,SHIMLA,12.5
19-12-01,1,MANDI,12.5
19-12-01,1,SRINAGAR,NA
19-12-01,1,JAMMU,NA
19-12-01,1,AMRITSAR,10
19-12-01,1,LUDHIANA,10
19-12-01,1,LUCKNOW,8
19-12-01,1,KANPUR,8
19-12-01,1,CHANDIGARH,9
19-12-01,1,DELHI,12
19-12-01,2,AHMEDABAD,8.5
19-12-01,2,RAJKOT,9.5
19-12-01,2,PANAJI,10
19-12-01,2,BHOPAL,16.5
19-12-01,2,INDORE,16.5
19-12-01,2,MUMBAI,11.5
19-12-01,2,NAGPUR,11
19-12-01,2,JAIPUR,12
19-12-01,2,JODHPUR,11
19-12-01,3,GUWAHATI,9
19-12-01,3,PATNA,8
19-12-01,3,SHILLONG,10
19-12-01,3,AIZAWL,NA
19-12-01,3,BHUBANESHWAR,8.5
19-12-01,3,CUTTACK,8
19-12-01,3,KOLKATA,10
19-12-01,3,AGARTALA,10
19-12-01,4,HYDERABAD,10
19-12-01,4,VIJAYAWADA,10
19-12-01,4,BANGALORE,10
19-12-01,4,THIRUVANANTHAPURAM,12.6
19-12-01,4,ERNAKULAM,12.5
19-12-01,4,CHENNAI,11
19-12-01,4,MADURAI,11.5
19-12-01,4,PONDICHERRY,10
26-12-01,1,HISAR,10
26-12-01,1,KARNAL,10
26-12-01,1,SHIMLA,12.5
26-12-01,1,MANDI,12.5
26-12-01,1,SRINAGAR,NA
26-12-01,1,JAMMU,NA
26-12-01,1,AMRITSAR,10
26-12-01,1,LUDHIANA,10
26-12-01,1,LUCKNOW,8
26-12-01,1,KANPUR,8
26-12-01,1,CHANDIGARH,9
26-12-01,1,DELHI,12
26-12-01,2,AHMEDABAD,8.5
26-12-01,2,RAJKOT,9.5
26-12-01,2,PANAJI,10
26-12-01,2,BHOPAL,16.5
26-12-01,2,INDORE,16.5
26-12-01,2,MUMBAI,11.5
26-12-01,2,NAGPUR,11
26-12-01,2,JAIPUR,12
26-12-01,2,JODHPUR,11
26-12-01,3,GUWAHATI,9
26-12-01,3,PATNA,8.5
26-12-01,3,SHILLONG,10
26-12-01,3,AIZAWL,NA
26-12-01,3,BHUBANESHWAR,8.5
26-12-01,3,CUTTACK,8
26-12-01,3,KOLKATA,10
26-12-01,3,AGARTALA,10
26-12-01,4,HYDERABAD,10
26-12-01,4,VIJAYAWADA,10
26-12-01,4,BANGALORE,10
26-12-01,4,THIRUVANANTHAPURAM,13
26-12-01,4,ERNAKULAM,12.5
26-12-01,4,CHENNAI,11
26-12-01,4,MADURAI,11.5
26-12-01,4,PONDICHERRY,10
02-01-02,1,HISAR,10
02-01-02,1,KARNAL,10
02-01-02,1,SHIMLA,12.5
02-01-02,1,MANDI,13
02-01-02,1,SRINAGAR,NA
02-01-02,1,JAMMU,NA
02-01-02,1,AMRITSAR,10
02-01-02,1,LUDHIANA,10
02-01-02,1,LUCKNOW,8
02-01-02,1,KANPUR,8
02-01-02,1,CHANDIGARH,9
02-01-02,1,DELHI,12
02-01-02,2,AHMEDABAD,8.5
02-01-02,2,RAJKOT,9
02-01-02,2,PANAJI,10
02-01-02,2,BHOPAL,16.5
02-01-02,2,INDORE,16.5
02-01-02,2,MUMBAI,11.5
02-01-02,2,NAGPUR,9.65
02-01-02,2,JAIPUR,12
02-01-02,2,JODHPUR,11
02-01-02,3,GUWAHATI,9
02-01-02,3,PATNA,8.5
02-01-02,3,SHILLONG,NA
02-01-02,3,AIZAWL,NA
02-01-02,3,BHUBANESHWAR,8.5
02-01-02,3,CUTTACK,7.5
02-01-02,3,KOLKATA,10
02-01-02,3,AGARTALA,10
02-01-02,4,HYDERABAD,10
02-01-02,4,VIJAYAWADA,10
02-01-02,4,BANGALORE,10
02-01-02,4,THIRUVANANTHAPURAM,13
02-01-02,4,ERNAKULAM,12.5
02-01-02,4,CHENNAI,11
02-01-02,4,MADURAI,11
02-01-02,4,PONDICHERRY,10
09-01-02,1,HISAR,10
09-01-02,1,KARNAL,10
09-01-02,1,SHIMLA,12.5
09-01-02,1,MANDI,13
09-01-02,1,SRINAGAR,NA
09-01-02,1,JAMMU,NA
09-01-02,1,AMRITSAR,13
09-01-02,1,LUDHIANA,11
09-01-02,1,LUCKNOW,8
09-01-02,1,KANPUR,8
09-01-02,1,CHANDIGARH,8.5
09-01-02,1,DELHI,12
09-01-02,2,AHMEDABAD,8.5
09-01-02,2,RAJKOT,9
09-01-02,2,PANAJI,10
09-01-02,2,BHOPAL,16
09-01-02,2,INDORE,16.5
09-01-02,2,MUMBAI,11.5
09-01-02,2,NAGPUR,10
09-01-02,2,JAIPUR,12
09-01-02,2,JODHPUR,11
09-01-02,3,GUWAHATI,9
09-01-02,3,PATNA,8.5
09-01-02,3,SHILLONG,10
09-01-02,3,AIZAWL,NA
09-01-02,3,BHUBANESHWAR,8.5
09-01-02,3,CUTTACK,8
09-01-02,3,KOLKATA,10
09-01-02,3,AGARTALA,10
09-01-02,4,HYDERABAD,10
09-01-02,4,VIJAYAWADA,10
09-01-02,4,BANGALORE,10
09-01-02,4,THIRUVANANTHAPURAM,13
09-01-02,4,ERNAKULAM,12.5
09-01-02,4,CHENNAI,11
09-01-02,4,MADURAI,11
09-01-02,4,PONDICHERRY,10
16-01-02,1,HISAR,10
16-01-02,1,KARNAL,10
16-01-02,1,SHIMLA,12.5
16-01-02,1,MANDI,12.25
16-01-02,1,SRINAGAR,NA
16-01-02,1,JAMMU,NA
16-01-02,1,AMRITSAR,13
16-01-02,1,LUDHIANA,11
16-01-02,1,LUCKNOW,8
16-01-02,1,KANPUR,8
16-01-02,1,CHANDIGARH,8.5
16-01-02,1,DELHI,12
16-01-02,2,AHMEDABAD,NA
16-01-02,2,RAJKOT,NA
16-01-02,2,PANAJI,10
16-01-02,2,BHOPAL,13
16-01-02,2,INDORE,14
16-01-02,2,MUMBAI,11.5
16-01-02,2,NAGPUR,8.25
16-01-02,2,JAIPUR,12
16-01-02,2,JODHPUR,11
16-01-02,3,GUWAHATI,9
16-01-02,3,PATNA,8.5
16-01-02,3,SHILLONG,10
16-01-02,3,AIZAWL,NA
16-01-02,3,BHUBANESHWAR,8.5
16-01-02,3,CUTTACK,8
16-01-02,3,KOLKATA,10
16-01-02,3,AGARTALA,10
16-01-02,4,HYDERABAD,10
16-01-02,4,VIJAYAWADA,10
16-01-02,4,BANGALORE,10
16-01-02,4,THIRUVANANTHAPURAM,13
16-01-02,4,ERNAKULAM,12.5
16-01-02,4,CHENNAI,11
16-01-02,4,MADURAI,11
16-01-02,4,PONDICHERRY,10
23-01-02,1,HISAR,10
23-01-02,1,KARNAL,10
23-01-02,1,SHIMLA,12.5
23-01-02,1,MANDI,12
23-01-02,1,SRINAGAR,NA
23-01-02,1,JAMMU,NA
23-01-02,1,AMRITSAR,10
23-01-02,1,LUDHIANA,11
23-01-02,1,LUCKNOW,8
23-01-02,1,KANPUR,8
23-01-02,1,CHANDIGARH,8.5
23-01-02,1,DELHI,12
23-01-02,2,AHMEDABAD,7.8
23-01-02,2,RAJKOT,9.5
23-01-02,2,PANAJI,10
23-01-02,2,BHOPAL,13
23-01-02,2,INDORE,14
23-01-02,2,MUMBAI,11.5
23-01-02,2,NAGPUR,8.25
23-01-02,2,JAIPUR,12
23-01-02,2,JODHPUR,11
23-01-02,3,GUWAHATI,9
23-01-02,3,PATNA,8.5
23-01-02,3,SHILLONG,10
23-01-02,3,AIZAWL,NA
23-01-02,3,BHUBANESHWAR,8.5
23-01-02,3,CUTTACK,7.5
23-01-02,3,KOLKATA,10
23-01-02,3,AGARTALA,9.5
23-01-02,4,HYDERABAD,10
23-01-02,4,VIJAYAWADA,10
23-01-02,4,BANGALORE,10
23-01-02,4,THIRUVANANTHAPURAM,13
23-01-02,4,ERNAKULAM,12.5
23-01-02,4,CHENNAI,11
23-01-02,4,MADURAI,10.5
23-01-02,4,PONDICHERRY,10
30-01-02,1,HISAR,10
30-01-02,1,KARNAL,10
30-01-02,1,SHIMLA,12.5
30-01-02,1,MANDI,12
30-01-02,1,SRINAGAR,NA
30-01-02,1,JAMMU,NA
30-01-02,1,AMRITSAR,10
30-01-02,1,LUDHIANA,12
30-01-02,1,LUCKNOW,8
30-01-02,1,KANPUR,7.5
30-01-02,1,CHANDIGARH,8.5
30-01-02,1,DELHI,12
30-01-02,2,AHMEDABAD,7.8
30-01-02,2,RAJKOT,9.5
30-01-02,2,PANAJI,10
30-01-02,2,BHOPAL,12
30-01-02,2,INDORE,13
30-01-02,2,MUMBAI,11.5
30-01-02,2,NAGPUR,8.9
30-01-02,2,JAIPUR,12
30-01-02,2,JODHPUR,11
30-01-02,3,GUWAHATI,9
30-01-02,3,PATNA,8.5
30-01-02,3,SHILLONG,10
30-01-02,3,AIZAWL,NA
30-01-02,3,BHUBANESHWAR,8.5
30-01-02,3,CUTTACK,8
30-01-02,3,KOLKATA,10
30-01-02,3,AGARTALA,9.5
30-01-02,4,HYDERABAD,10
30-01-02,4,VIJAYAWADA,10
30-01-02,4,BANGALORE,10
30-01-02,4,THIRUVANANTHAPURAM,13
30-01-02,4,ERNAKULAM,12.5
30-01-02,4,CHENNAI,11
30-01-02,4,MADURAI,10.5
30-01-02,4,PONDICHERRY,10
06-02-02,1,HISAR,10
06-02-02,1,KARNAL,10
06-02-02,1,SHIMLA,12.5
06-02-02,1,MANDI,12
06-02-02,1,SRINAGAR,NA
06-02-02,1,JAMMU,NA
06-02-02,1,AMRITSAR,10
06-02-02,1,LUDHIANA,12
06-02-02,1,LUCKNOW,8
06-02-02,1,KANPUR,7.5
06-02-02,1,CHANDIGARH,9
06-02-02,1,DELHI,12
06-02-02,2,AHMEDABAD,NA
06-02-02,2,RAJKOT,NA
06-02-02,2,PANAJI,10
06-02-02,2,BHOPAL,12
06-02-02,2,INDORE,12
06-02-02,2,MUMBAI,11.5
06-02-02,2,NAGPUR,8.65
06-02-02,2,JAIPUR,12
06-02-02,2,JODHPUR,11
06-02-02,3,GUWAHATI,9
06-02-02,3,PATNA,8.5
06-02-02,3,SHILLONG,10
06-02-02,3,AIZAWL,NA
06-02-02,3,BHUBANESHWAR,8
06-02-02,3,CUTTACK,7.5
06-02-02,3,KOLKATA,10
06-02-02,3,AGARTALA,9.5
06-02-02,4,HYDERABAD,10
06-02-02,4,VIJAYAWADA,10
06-02-02,4,BANGALORE,10
06-02-02,4,THIRUVANANTHAPURAM,13
06-02-02,4,ERNAKULAM,12.5
06-02-02,4,CHENNAI,11
06-02-02,4,MADURAI,10.5
06-02-02,4,PONDICHERRY,10
13-02-02,1,HISAR,10
13-02-02,1,KARNAL,10
13-02-02,1,SHIMLA,13
13-02-02,1,MANDI,12
13-02-02,1,SRINAGAR,NA
13-02-02,1,JAMMU,NA
13-02-02,1,AMRITSAR,10
13-02-02,1,LUDHIANA,12
13-02-02,1,LUCKNOW,8
13-02-02,1,KANPUR,7.5
13-02-02,1,CHANDIGARH,9
13-02-02,1,DELHI,12
13-02-02,2,AHMEDABAD,8.5
13-02-02,2,RAJKOT,9
13-02-02,2,PANAJI,10
13-02-02,2,BHOPAL,12
13-02-02,2,INDORE,12
13-02-02,2,MUMBAI,11.5
13-02-02,2,NAGPUR,8.75
13-02-02,2,JAIPUR,12
13-02-02,2,JODHPUR,11
13-02-02,3,GUWAHATI,9
13-02-02,3,PATNA,8
13-02-02,3,SHILLONG,10
13-02-02,3,AIZAWL,15
13-02-02,3,BHUBANESHWAR,8
13-02-02,3,CUTTACK,7.5
13-02-02,3,KOLKATA,10
13-02-02,3,AGARTALA,9.5
13-02-02,4,HYDERABAD,10
13-02-02,4,VIJAYAWADA,10
13-02-02,4,BANGALORE,10
13-02-02,4,THIRUVANANTHAPURAM,NA
13-02-02,4,ERNAKULAM,NA
13-02-02,4,CHENNAI,11
13-02-02,4,MADURAI,10.5
13-02-02,4,PONDICHERRY,10
20-02-02,1,HISAR,10
20-02-02,1,KARNAL,10
20-02-02,1,SHIMLA,13
20-02-02,1,MANDI,12
20-02-02,1,SRINAGAR,NA
20-02-02,1,JAMMU,NA
20-02-02,1,AMRITSAR,10
20-02-02,1,LUDHIANA,13
20-02-02,1,LUCKNOW,8
20-02-02,1,KANPUR,7.5
20-02-02,1,CHANDIGARH,9
20-02-02,1,DELHI,12
20-02-02,2,AHMEDABAD,8.5
20-02-02,2,RAJKOT,9
20-02-02,2,PANAJI,10
20-02-02,2,BHOPAL,11
20-02-02,2,INDORE,12
20-02-02,2,MUMBAI,11.5
20-02-02,2,NAGPUR,8.75
20-02-02,2,JAIPUR,12
20-02-02,2,JODHPUR,11
20-02-02,3,GUWAHATI,9
20-02-02,3,PATNA,8
20-02-02,3,SHILLONG,10
20-02-02,3,AIZAWL,15
20-02-02,3,BHUBANESHWAR,8
20-02-02,3,CUTTACK,7.5
20-02-02,3,KOLKATA,10
20-02-02,3,AGARTALA,9
20-02-02,4,HYDERABAD,10
20-02-02,4,VIJAYAWADA,10
20-02-02,4,BANGALORE,10
20-02-02,4,THIRUVANANTHAPURAM,NA
20-02-02,4,ERNAKULAM,NA
20-02-02,4,CHENNAI,10.5
20-02-02,4,MADURAI,10.5
20-02-02,4,PONDICHERRY,10
27-02-02,1,HISAR,10
27-02-02,1,KARNAL,10
27-02-02,1,SHIMLA,13
27-02-02,1,MANDI,12
27-02-02,1,SRINAGAR,NA
27-02-02,1,JAMMU,NA
27-02-02,1,AMRITSAR,10
27-02-02,1,LUDHIANA,13
27-02-02,1,LUCKNOW,8
27-02-02,1,KANPUR,7.5
27-02-02,1,CHANDIGARH,NA
27-02-02,1,DELHI,12
27-02-02,2,AHMEDABAD,8.25
27-02-02,2,RAJKOT,10.5
27-02-02,2,PANAJI,10
27-02-02,2,BHOPAL,11
27-02-02,2,INDORE,11.5
27-02-02,2,MUMBAI,11.5
27-02-02,2,NAGPUR,8.75
27-02-02,2,JAIPUR,12
27-02-02,2,JODHPUR,11
27-02-02,3,GUWAHATI,9
27-02-02,3,PATNA,8
27-02-02,3,SHILLONG,10
27-02-02,3,AIZAWL,15
27-02-02,3,BHUBANESHWAR,8.5
27-02-02,3,CUTTACK,7.5
27-02-02,3,KOLKATA,10
27-02-02,3,AGARTALA,9.5
27-02-02,4,HYDERABAD,10
27-02-02,4,VIJAYAWADA,10
27-02-02,4,BANGALORE,10
27-02-02,4,THIRUVANANTHAPURAM,NA
27-02-02,4,ERNAKULAM,NA
27-02-02,4,CHENNAI,10.5
27-02-02,4,MADURAI,10.5
27-02-02,4,PONDICHERRY,10
06-03-02,1,HISAR,10
06-03-02,1,KARNAL,10
06-03-02,1,SHIMLA,13
06-03-02,1,MANDI,11.5
06-03-02,1,SRINAGAR,NA
06-03-02,1,JAMMU,NA
06-03-02,1,AMRITSAR,NA
06-03-02,1,LUDHIANA,NA
06-03-02,1,LUCKNOW,8
06-03-02,1,KANPUR,7.5
06-03-02,1,CHANDIGARH,NA
06-03-02,1,DELHI,12
06-03-02,2,AHMEDABAD,8.25
06-03-02,2,RAJKOT,9
06-03-02,2,PANAJI,NA
06-03-02,2,BHOPAL,11
06-03-02,2,INDORE,11.5
06-03-02,2,MUMBAI,11.5
06-03-02,2,NAGPUR,9
06-03-02,2,JAIPUR,12
06-03-02,2,JODHPUR,11
06-03-02,3,GUWAHATI,9
06-03-02,3,PATNA,8
06-03-02,3,SHILLONG,10
06-03-02,3,AIZAWL,15
06-03-02,3,BHUBANESHWAR,8
06-03-02,3,CUTTACK,7.5
06-03-02,3,KOLKATA,10
06-03-02,3,AGARTALA,9.6
06-03-02,4,HYDERABAD,10
06-03-02,4,VIJAYAWADA,10
06-03-02,4,BANGALORE,10.5
06-03-02,4,THIRUVANANTHAPURAM,NA
06-03-02,4,ERNAKULAM,NA
06-03-02,4,CHENNAI,10
06-03-02,4,MADURAI,10
06-03-02,4,PONDICHERRY,10
13-03-02,1,HISAR,10
13-03-02,1,KARNAL,10
13-03-02,1,SHIMLA,13
13-03-02,1,MANDI,11.5
13-03-02,1,SRINAGAR,NA
13-03-02,1,JAMMU,NA
13-03-02,1,AMRITSAR,NA
13-03-02,1,LUDHIANA,NA
13-03-02,1,LUCKNOW,8
13-03-02,1,KANPUR,7.5
13-03-02,1,CHANDIGARH,9
13-03-02,1,DELHI,12
13-03-02,2,AHMEDABAD,8.25
13-03-02,2,RAJKOT,9
13-03-02,2,PANAJI,NA
13-03-02,2,BHOPAL,11
13-03-02,2,INDORE,11.5
13-03-02,2,MUMBAI,11.5
13-03-02,2,NAGPUR,8.9
13-03-02,2,JAIPUR,12
13-03-02,2,JODHPUR,11
13-03-02,3,GUWAHATI,9
13-03-02,3,PATNA,8
13-03-02,3,SHILLONG,9
13-03-02,3,AIZAWL,15
13-03-02,3,BHUBANESHWAR,8
13-03-02,3,CUTTACK,7.5
13-03-02,3,KOLKATA,10
13-03-02,3,AGARTALA,9.6
13-03-02,4,HYDERABAD,10
13-03-02,4,VIJAYAWADA,10
13-03-02,4,BANGALORE,10.5
13-03-02,4,THIRUVANANTHAPURAM,NA
13-03-02,4,ERNAKULAM,NA
13-03-02,4,CHENNAI,10
13-03-02,4,MADURAI,10
13-03-02,4,PONDICHERRY,10
20-03-02,1,HISAR,10
20-03-02,1,KARNAL,10
20-03-02,1,SHIMLA,13
20-03-02,1,MANDI,11.5
20-03-02,1,SRINAGAR,NA
20-03-02,1,JAMMU,NA
20-03-02,1,AMRITSAR,NA
20-03-02,1,LUDHIANA,NA
20-03-02,1,LUCKNOW,8
20-03-02,1,KANPUR,7.5
20-03-02,1,CHANDIGARH,9
20-03-02,1,DELHI,12
20-03-02,2,AHMEDABAD,NA
20-03-02,2,RAJKOT,NA
20-03-02,2,PANAJI,10
20-03-02,2,BHOPAL,12
20-03-02,2,INDORE,11
20-03-02,2,MUMBAI,11.5
20-03-02,2,NAGPUR,8.9
20-03-02,2,JAIPUR,12
20-03-02,2,JODHPUR,11
20-03-02,3,GUWAHATI,9
20-03-02,3,PATNA,8
20-03-02,3,SHILLONG,9
20-03-02,3,AIZAWL,15
20-03-02,3,BHUBANESHWAR,8
20-03-02,3,CUTTACK,7.5
20-03-02,3,KOLKATA,10
20-03-02,3,AGARTALA,9.5
20-03-02,4,HYDERABAD,10
20-03-02,4,VIJAYAWADA,10
20-03-02,4,BANGALORE,11
20-03-02,4,THIRUVANANTHAPURAM,13.8
20-03-02,4,ERNAKULAM,12.5
20-03-02,4,CHENNAI,10
20-03-02,4,MADURAI,10
20-03-02,4,PONDICHERRY,10
27-03-02,1,HISAR,10
27-03-02,1,KARNAL,10.25
27-03-02,1,SHIMLA,13
27-03-02,1,MANDI,11.5
27-03-02,1,SRINAGAR,NA
27-03-02,1,JAMMU,NA
27-03-02,1,AMRITSAR,10
27-03-02,1,LUDHIANA,11
27-03-02,1,LUCKNOW,8
27-03-02,1,KANPUR,7.5
27-03-02,1,CHANDIGARH,9
27-03-02,1,DELHI,12
27-03-02,2,AHMEDABAD,NA
27-03-02,2,RAJKOT,NA
27-03-02,2,PANAJI,10
27-03-02,2,BHOPAL,11
27-03-02,2,INDORE,10.5
27-03-02,2,MUMBAI,11.5
27-03-02,2,NAGPUR,8.9
27-03-02,2,JAIPUR,12
27-03-02,2,JODHPUR,12
27-03-02,3,GUWAHATI,9
27-03-02,3,PATNA,8
27-03-02,3,SHILLONG,9
27-03-02,3,AIZAWL,15
27-03-02,3,BHUBANESHWAR,7.5
27-03-02,3,CUTTACK,7.5
27-03-02,3,KOLKATA,10
27-03-02,3,AGARTALA,9.5
27-03-02,4,HYDERABAD,10
27-03-02,4,VIJAYAWADA,10
27-03-02,4,BANGALORE,11
27-03-02,4,THIRUVANANTHAPURAM,13.8
27-03-02,4,ERNAKULAM,12.5
27-03-02,4,CHENNAI,10
27-03-02,4,MADURAI,10
27-03-02,4,PONDICHERRY,10
03-04-02,1,HISAR,10
03-04-02,1,KARNAL,10.25
03-04-02,1,SHIMLA,13
03-04-02,1,MANDI,11.5
03-04-02,1,SRINAGAR,NA
03-04-02,1,JAMMU,NA
03-04-02,1,AMRITSAR,10
03-04-02,1,LUDHIANA,12
03-04-02,1,LUCKNOW,8
03-04-02,1,KANPUR,7.5
03-04-02,1,CHANDIGARH,9
03-04-02,1,DELHI,12
03-04-02,2,AHMEDABAD,8.25
03-04-02,2,RAJKOT,9.5
03-04-02,2,PANAJI,10
03-04-02,2,BHOPAL,11
03-04-02,2,INDORE,10
03-04-02,2,MUMBAI,11.5
03-04-02,2,NAGPUR,9.15
03-04-02,2,JAIPUR,12
03-04-02,2,JODHPUR,11
03-04-02,3,GUWAHATI,9
03-04-02,3,PATNA,8
03-04-02,3,SHILLONG,9
03-04-02,3,AIZAWL,15
03-04-02,3,BHUBANESHWAR,7.5
03-04-02,3,CUTTACK,7.5
03-04-02,3,KOLKATA,10
03-04-02,3,AGARTALA,9.5
03-04-02,4,HYDERABAD,10
03-04-02,4,VIJAYAWADA,9
03-04-02,4,BANGALORE,11
03-04-02,4,THIRUVANANTHAPURAM,NA
03-04-02,4,ERNAKULAM,NA
03-04-02,4,CHENNAI,10
03-04-02,4,MADURAI,10
03-04-02,4,PONDICHERRY,10
