Date,zone,centre,Price
04-05-94,2,JAIPUR,9.5
04-05-94,2,JODHPUR,9.5
04-05-94,3,GUWAHATI,NA
04-05-94,3,PATNA,6.75
04-05-94,3,SHILLONG,NA
04-05-94,3,AIZAWL,NA
04-05-94,3,BHUBANESHWAR,5.4
04-05-94,3,CUTTACK,5.6
04-05-94,3,KOLKATA,6.9
04-05-94,3,AGARTALA,NA
04-05-94,4,HYDERABAD,6.5
04-05-94,4,VIJAYAWADA,8
04-05-94,4,BANGALORE,NA
04-05-94,4,THIRUVANANTHAPURAM,8.5
04-05-94,4,ERNAKULAM,8.3
04-05-94,4,CHENNAI,7
04-05-94,4,MADURAI,6.4
04-05-94,4,PONDICHERRY,8
11-05-94,1,HISAR,NA
11-05-94,1,KARNAL,8
11-05-94,1,SHIMLA,9.75
11-05-94,1,MANDI,NA
11-05-94,1,SRINAGAR,NA
11-05-94,1,JAMMU,7.5
11-05-94,1,AMRITSAR,6.5
11-05-94,1,LUCKNOW,6
11-05-94,1,KANPUR,6.5
11-05-94,1,CHANDIGARH,10
11-05-94,1,DELHI,8.5
11-05-94,2,AHMEDABAD,7.5
11-05-94,2,RAJKOT,7
11-05-94,2,PANAJI,7.5
11-05-94,2,BHOPAL,6.5
11-05-94,2,INDORE,7.5
11-05-94,2,MUMBAI,8
11-05-94,2,NAGPUR,7.5
11-05-94,2,JAIPUR,9.75
11-05-94,2,JODHPUR,9.5
11-05-94,3,GUWAHATI,NA
11-05-94,3,PATNA,NA
11-05-94,3,SHILLONG,6.6
11-05-94,3,AIZAWL,5.4
11-05-94,3,BHUBANESHWAR,5.4
11-05-94,3,CUTTACK,5.6
11-05-94,3,KOLKATA,6.7
11-05-94,3,AGARTALA,NA
11-05-94,4,HYDERABAD,6.5
11-05-94,4,VIJAYAWADA,8
11-05-94,4,BANGALORE,7
11-05-94,4,THIRUVANANTHAPURAM,8.5
11-05-94,4,ERNAKULAM,8.3
11-05-94,4,CHENNAI,7
11-05-94,4,MADURAI,6.4
11-05-94,4,PONDICHERRY,NA
18-05-94,1,HISAR,8
18-05-94,1,KARNAL,8
18-05-94,1,SHIMLA,NA
18-05-94,1,MANDI,NA
18-05-94,1,SRINAGAR,NA
18-05-94,1,JAMMU,7.5
18-05-94,1,AMRITSAR,6.25
18-05-94,1,LUDHIANA,7.25
18-05-94,1,LUCKNOW,6
18-05-94,1,KANPUR,6.8
18-05-94,1,CHANDIGARH,NA
18-05-94,1,DELHI,8.5
18-05-94,2,AHMEDABAD,7.5
18-05-94,2,RAJKOT,7
18-05-94,2,PANAJI,7.5
18-05-94,2,BHOPAL,6.5
18-05-94,2,INDORE,7.5
18-05-94,2,MUMBAI,NA
18-05-94,2,NAGPUR,NA
18-05-94,2,JAIPUR,9.75
18-05-94,2,JODHPUR,9.5
18-05-94,3,GUWAHATI,6.6
18-05-94,3,PATNA,NA
18-05-94,3,SHILLONG,NA
18-05-94,3,AIZAWL,NA
18-05-94,3,BHUBANESHWAR,NA
18-05-94,3,CUTTACK,NA
18-05-94,3,KOLKATA,6.3
18-05-94,3,AGARTALA,NA
18-05-94,4,HYDERABAD,6.5
18-05-94,4,VIJAYAWADA,8
18-05-94,4,BANGALORE,NA
18-05-94,4,THIRUVANANTHAPURAM,8.6
18-05-94,4,ERNAKULAM,8.6
18-05-94,4,CHENNAI,7
18-05-94,4,MADURAI,6.5
18-05-94,4,PONDICHERRY,8
25-05-94,1,HISAR,NA
25-05-94,1,KARNAL,NA
25-05-94,1,SHIMLA,9.25
25-05-94,1,MANDI,7.65
25-05-94,1,SRINAGAR,NA
25-05-94,1,JAMMU,7.5
25-05-94,1,AMRITSAR,NA
25-05-94,1,LUDHIANA,NA
25-05-94,1,LUCKNOW,6
25-05-94,1,KANPUR,6.8
25-05-94,1,CHANDIGARH,NA
25-05-94,1,DELHI,8.5
25-05-94,2,AHMEDABAD,7.4
25-05-94,2,RAJKOT,7
25-05-94,2,PANAJI,7.5
25-05-94,2,BHOPAL,6.5
25-05-94,2,INDORE,7.5
25-05-94,2,MUMBAI,NA
25-05-94,2,NAGPUR,NA
25-05-94,2,JAIPUR,9.75
25-05-94,2,JODHPUR,9.5
25-05-94,3,GUWAHATI,6.7
25-05-94,3,PATNA,NA
25-05-94,3,SHILLONG,NA
25-05-94,3,AIZAWL,NA
25-05-94,3,BHUBANESHWAR,5.4
25-05-94,3,CUTTACK,5.4
25-05-94,3,KOLKATA,6.3
25-05-94,3,AGARTALA,7.75
25-05-94,4,HYDERABAD,6.5
25-05-94,4,VIJAYAWADA,7
25-05-94,4,BANGALORE,6.8
25-05-94,4,THIRUVANANTHAPURAM,9.5
25-05-94,4,ERNAKULAM,8.5
25-05-94,4,CHENNAI,7.25
25-05-94,4,MADURAI,6.5
25-05-94,4,PONDICHERRY,8
01-06-94,1,HISAR,8
01-06-94,1,KARNAL,8
01-06-94,1,SHIMLA,9.25
01-06-94,1,MANDI,NA
01-06-94,1,SRINAGAR,NA
01-06-94,1,JAMMU,NA
01-06-94,1,AMRITSAR,6.5
01-06-94,1,LUDHIANA,6.5
01-06-94,1,LUCKNOW,6
01-06-94,1,KANPUR,6.8
01-06-94,1,CHANDIGARH,NA
01-06-94,1,DELHI,8.5
01-06-94,2,AHMEDABAD,NA
01-06-94,2,RAJKOT,NA
01-06-94,2,PANAJI,7.5
01-06-94,2,BHOPAL,6.3
01-06-94,2,INDORE,7.5
01-06-94,2,MUMBAI,8
01-06-94,2,NAGPUR,7.4
01-06-94,2,JAIPUR,9.75
01-06-94,2,JODHPUR,9.6
01-06-94,3,GUWAHATI,NA
01-06-94,3,PATNA,NA
01-06-94,3,SHILLONG,7
01-06-94,3,AIZAWL,7
01-06-94,3,BHUBANESHWAR,5.4
01-06-94,3,CUTTACK,5.6
01-06-94,3,KOLKATA,6.9
01-06-94,3,AGARTALA,7.75
01-06-94,4,HYDERABAD,6
01-06-94,4,VIJAYAWADA,6.5
01-06-94,4,BANGALORE,7
01-06-94,4,THIRUVANANTHAPURAM,9.5
01-06-94,4,ERNAKULAM,9
01-06-94,4,CHENNAI,7.25
01-06-94,4,MADURAI,6.8
01-06-94,4,PONDICHERRY,8
08-06-94,1,HISAR,NA
08-06-94,1,KARNAL,NA
08-06-94,1,MANDI,NA
08-06-94,1,SRINAGAR,7.5
08-06-94,1,JAMMU,NA
08-06-94,1,AMRITSAR,6.5
08-06-94,1,LUDHIANA,7.5
08-06-94,1,LUCKNOW,6.25
08-06-94,1,KANPUR,7
08-06-94,1,CHANDIGARH,NA
08-06-94,1,DELHI,8.5
08-06-94,1,SHIMLA,NA
08-06-94,2,AHMEDABAD,7
08-06-94,2,RAJKOT,NA
08-06-94,2,PANAJI,7.5
08-06-94,2,BHOPAL,6.3
08-06-94,2,INDORE,8
08-06-94,2,MUMBAI,8.5
08-06-94,2,NAGPUR,7.15
08-06-94,2,JAIPUR,9.75
08-06-94,2,JODHPUR,9
08-06-94,3,GUWAHATI,NA
08-06-94,3,PATNA,NA
08-06-94,3,SHILLONG,NA
08-06-94,3,AIZAWL,NA
08-06-94,3,BHUBANESHWAR,5.5
08-06-94,3,CUTTACK,5.6
08-06-94,3,KOLKATA,6.9
08-06-94,3,AGARTALA,7.75
08-06-94,4,HYDERABAD,NA
08-06-94,4,VIJAYAWADA,NA
08-06-94,4,BANGALORE,NA
08-06-94,4,THIRUVANANTHAPURAM,NA
08-06-94,4,ERNAKULAM,NA
08-06-94,4,CHENNAI,7.5
08-06-94,4,MADURAI,7
08-06-94,4,PONDICHERRY,NA
15-06-94,1,HISAR,NA
15-06-94,1,KARNAL,NA
15-06-94,1,SHIMLA,9.5
15-06-94,1,MANDI,7.75
15-06-94,1,SRINAGAR,NA
15-06-94,1,JAMMU,8.25
15-06-94,1,AMRITSAR,6.5
15-06-94,1,LUDHIANA,7.5
15-06-94,1,LUCKNOW,6.25
15-06-94,1,KANPUR,7
15-06-94,1,CHANDIGARH,7
15-06-94,1,DELHI,8.5
15-06-94,2,AHMEDABAD,8
15-06-94,2,RAJKOT,7
15-06-94,2,PANAJI,7.5
15-06-94,2,BHOPAL,6.5
15-06-94,2,INDORE,8
15-06-94,2,MUMBAI,8.5
15-06-94,2,NAGPUR,NA
15-06-94,2,JAIPUR,9.75
15-06-94,2,JODHPUR,9
15-06-94,3,GUWAHATI,7.2
15-06-94,3,PATNA,NA
15-06-94,3,SHILLONG,7
15-06-94,3,AIZAWL,NA
15-06-94,3,BHUBANESHWAR,7.5
15-06-94,3,CUTTACK,7
15-06-94,3,KOLKATA,6.9
15-06-94,3,AGARTALA,7.8
15-06-94,4,HYDERABAD,6
15-06-94,4,VIJAYAWADA,8
15-06-94,4,BANGALORE,NA
15-06-94,4,THIRUVANANTHAPURAM,9
15-06-94,4,ERNAKULAM,9.5
15-06-94,4,CHENNAI,7.5
15-06-94,4,MADURAI,7
15-06-94,4,PONDICHERRY,8
22-06-94,1,HISAR,NA
22-06-94,1,KARNAL,8
22-06-94,1,SHIMLA,9.5
22-06-94,1,MANDI,7.75
22-06-94,1,SRINAGAR,NA
22-06-94,1,JAMMU,8.25
22-06-94,1,AMRITSAR,6.5
22-06-94,1,LUDHIANA,7.5
22-06-94,1,LUCKNOW,6.25
22-06-94,1,KANPUR,7
22-06-94,1,CHANDIGARH,7
22-06-94,1,DELHI,8.5
22-06-94,2,AHMEDABAD,7.5
22-06-94,2,RAJKOT,NA
22-06-94,2,PANAJI,7.5
22-06-94,2,BHOPAL,7
22-06-94,2,INDORE,8
22-06-94,2,MUMBAI,NA
22-06-94,2,NAGPUR,7.25
22-06-94,2,JAIPUR,9.75
22-06-94,2,JODHPUR,9
22-06-94,3,GUWAHATI,7
22-06-94,3,PATNA,6.2
22-06-94,3,SHILLONG,7.5
22-06-94,3,AIZAWL,NA
22-06-94,3,BHUBANESHWAR,5.5
22-06-94,3,CUTTACK,5.6
22-06-94,3,KOLKATA,6.9
22-06-94,3,AGARTALA,7.8
22-06-94,4,HYDERABAD,6
22-06-94,4,VIJAYAWADA,8
22-06-94,4,BANGALORE,NA
22-06-94,4,THIRUVANANTHAPURAM,9.5
22-06-94,4,ERNAKULAM,9
22-06-94,4,CHENNAI,7.5
22-06-94,4,MADURAI,7
22-06-94,4,PONDICHERRY,8
29-06-94,1,HISAR,8
29-06-94,1,KARNAL,8
29-06-94,1,SHIMLA,9.25
29-06-94,1,MANDI,7.75
29-06-94,1,SRINAGAR,8
29-06-94,1,JAMMU,NA
29-06-94,1,AMRITSAR,6.5
29-06-94,1,LUDHIANA,7.5
29-06-94,1,LUCKNOW,6.25
29-06-94,1,KANPUR,7
29-06-94,1,CHANDIGARH,7
29-06-94,1,DELHI,8.5
29-06-94,2,AHMEDABAD,NA
29-06-94,2,RAJKOT,NA
29-06-94,2,PANAJI,7.5
29-06-94,2,BHOPAL,7
29-06-94,2,INDORE,8
29-06-94,2,MUMBAI,8.5
29-06-94,2,NAGPUR,7.25
29-06-94,2,JAIPUR,9.75
29-06-94,2,JODHPUR,9
29-06-94,3,GUWAHATI,NA
29-06-94,3,PATNA,NA
29-06-94,3,SHILLONG,NA
29-06-94,3,AIZAWL,NA
29-06-94,3,BHUBANESHWAR,5.5
29-06-94,3,CUTTACK,5.6
29-06-94,3,KOLKATA,NA
29-06-94,3,AGARTALA,NA
29-06-94,4,HYDERABAD,6
29-06-94,4,VIJAYAWADA,8
29-06-94,4,BANGALORE,7
29-06-94,4,THIRUVANANTHAPURAM,9.6
29-06-94,4,ERNAKULAM,9
29-06-94,4,CHENNAI,7.5
29-06-94,4,MADURAI,7
29-06-94,4,PONDICHERRY,8
06-07-94,1,HISAR,NA
06-07-94,1,KARNAL,NA
06-07-94,1,SHIMLA,9.5
06-07-94,1,MANDI,7.7
06-07-94,1,SRINAGAR,8
06-07-94,1,JAMMU,8.25
06-07-94,1,AMRITSAR,6.5
06-07-94,1,LUDHIANA,7.5
06-07-94,1,LUCKNOW,6.25
06-07-94,1,KANPUR,7.5
06-07-94,1,CHANDIGARH,8
06-07-94,1,DELHI,8.5
06-07-94,2,AHMEDABAD,7.4
06-07-94,2,RAJKOT,7
06-07-94,2,PANAJI,7.5
06-07-94,2,BHOPAL,7
06-07-94,2,INDORE,8
06-07-94,2,MUMBAI,8.5
06-07-94,2,NAGPUR,7.25
06-07-94,2,JAIPUR,9.75
06-07-94,2,JODHPUR,9
06-07-94,3,GUWAHATI,7.2
06-07-94,3,PATNA,NA
06-07-94,3,SHILLONG,7.5
06-07-94,3,AIZAWL,7
06-07-94,3,BHUBANESHWAR,5.5
06-07-94,3,CUTTACK,5.9
06-07-94,3,KOLKATA,6.9
06-07-94,3,AGARTALA,7.8
06-07-94,4,HYDERABAD,6.8
06-07-94,4,VIJAYAWADA,7.5
06-07-94,4,BANGALORE,7.5
06-07-94,4,THIRUVANANTHAPURAM,9.6
06-07-94,4,ERNAKULAM,9.2
06-07-94,4,CHENNAI,7.5
06-07-94,4,MADURAI,7
06-07-94,4,PONDICHERRY,8
13-07-94,1,HISAR,8
13-07-94,1,KARNAL,8
13-07-94,1,SHIMLA,9.5
13-07-94,1,MANDI,7.7
13-07-94,1,SRINAGAR,8
13-07-94,1,JAMMU,NA
13-07-94,1,AMRITSAR,6.5
13-07-94,1,LUDHIANA,7.5
13-07-94,1,LUCKNOW,6.3
13-07-94,1,KANPUR,7.5
13-07-94,1,CHANDIGARH,8
13-07-94,1,DELHI,8.5
13-07-94,2,AHMEDABAD,7.1
13-07-94,2,RAJKOT,7
13-07-94,2,PANAJI,7.5
13-07-94,2,BHOPAL,7
13-07-94,2,INDORE,8
13-07-94,2,MUMBAI,8.5
13-07-94,2,NAGPUR,7.25
13-07-94,2,JAIPUR,9.75
13-07-94,2,JODHPUR,9
13-07-94,3,GUWAHATI,7
13-07-94,3,PATNA,6.25
13-07-94,3,SHILLONG,7
13-07-94,3,AIZAWL,NA
13-07-94,3,BHUBANESHWAR,5.5
13-07-94,3,CUTTACK,6.2
13-07-94,3,KOLKATA,6
13-07-94,3,AGARTALA,7.8
13-07-94,4,HYDERABAD,6.8
13-07-94,4,VIJAYAWADA,7.5
13-07-94,4,BANGALORE,7.5
13-07-94,4,THIRUVANANTHAPURAM,9.6
13-07-94,4,ERNAKULAM,9
13-07-94,4,CHENNAI,7.5
13-07-94,4,MADURAI,7.5
13-07-94,4,PONDICHERRY,7.5
20-07-94,1,HISAR,8
20-07-94,1,KARNAL,8.2
20-07-94,1,SHIMLA,9.5
20-07-94,1,MANDI,NA
20-07-94,1,SRINAGAR,NA
20-07-94,1,JAMMU,8.25
20-07-94,1,AMRITSAR,6
20-07-94,1,LUDHIANA,7.5
20-07-94,1,LUCKNOW,6.25
20-07-94,1,KANPUR,7.5
20-07-94,1,CHANDIGARH,8
20-07-94,1,DELHI,8
20-07-94,2,AHMEDABAD,7
20-07-94,2,RAJKOT,NA
20-07-94,2,PANAJI,7.5
20-07-94,2,BHOPAL,7
20-07-94,2,INDORE,8
20-07-94,2,MUMBAI,8.5
20-07-94,2,NAGPUR,7.45
20-07-94,2,JAIPUR,9.75
20-07-94,4,THIRUVANANTHAPURAM,NA
20-07-94,4,ERNAKULAM,NA
20-07-94,4,CHENNAI,7.5
20-07-94,4,MADURAI,7.5
20-07-94,4,PONDICHERRY,7.5
20-07-94,2,JODHPUR,NA
20-07-94,3,GUWAHATI,7
20-07-94,3,PATNA,NA
20-07-94,3,SHILLONG,NA
20-07-94,3,AIZAWL,7
20-07-94,3,BHUBANESHWAR,6
20-07-94,3,CUTTACK,6.4
20-07-94,3,KOLKATA,6.3
20-07-94,3,AGARTALA,8
20-07-94,4,HYDERABAD,6.8
20-07-94,4,VIJAYAWADA,7.5
20-07-94,4,BANGALORE,7.5
27-07-94,2,INDORE,8
27-07-94,2,MUMBAI,8.5
27-07-94,2,NAGPUR,7.25
27-07-94,2,JAIPUR,9.75
27-07-94,2,JODHPUR,9.5
27-07-94,3,GUWAHATI,7
27-07-94,3,PATNA,NA
27-07-94,3,SHILLONG,NA
27-07-94,3,AIZAWL,7
27-07-94,3,BHUBANESHWAR,6
27-07-94,3,CUTTACK,6.4
27-07-94,3,KOLKATA,6.8
27-07-94,3,AGARTALA,8
27-07-94,4,HYDERABAD,6.8
27-07-94,4,VIJAYAWADA,7.5
27-07-94,4,BANGALORE,7.5
27-07-94,4,THIRUVANANTHAPURAM,9.6
27-07-94,4,ERNAKULAM,9
27-07-94,4,CHENNAI,7.5
27-07-94,4,MADURAI,7.5
27-07-94,4,PONDICHERRY,7.5
27-07-94,1,HISAR,8
27-07-94,1,KARNAL,9
27-07-94,1,SHIMLA,9.5
27-07-94,1,MANDI,8
27-07-94,1,SRINAGAR,NA
27-07-94,1,JAMMU,8.25
27-07-94,1,AMRITSAR,6.5
27-07-94,1,LUDHIANA,7.5
27-07-94,1,LUCKNOW,6.25
27-07-94,1,KANPUR,7.5
27-07-94,1,CHANDIGARH,8
27-07-94,1,DELHI,8.5
27-07-94,2,AHMEDABAD,7
27-07-94,2,RAJKOT,6.75
27-07-94,2,PANAJI,7.5
27-07-94,2,BHOPAL,7
03-08-94,1,HISAR,8
03-08-94,1,KARNAL,8
03-08-94,1,SHIMLA,9.5
03-08-94,1,MANDI,8.4
03-08-94,1,SRINAGAR,8
03-08-94,1,JAMMU,NA
03-08-94,1,AMRITSAR,6.5
03-08-94,1,LUDHIANA,7.5
03-08-94,1,LUCKNOW,6.5
03-08-94,1,KANPUR,7.6
03-08-94,1,CHANDIGARH,NA
03-08-94,1,DELHI,8.5
03-08-94,2,AHMEDABAD,6.9
03-08-94,2,RAJKOT,7.25
03-08-94,2,PANAJI,7.5
03-08-94,2,BHOPAL,7.25
03-08-94,2,INDORE,8
03-08-94,2,MUMBAI,8
03-08-94,2,NAGPUR,NA
03-08-94,2,JAIPUR,9.75
03-08-94,2,JODHPUR,9.5
03-08-94,3,GUWAHATI,7.2
03-08-94,3,PATNA,6.2
03-08-94,3,SHILLONG,8.5
03-08-94,3,AIZAWL,7
03-08-94,3,BHUBANESHWAR,6
03-08-94,3,CUTTACK,6.4
03-08-94,3,KOLKATA,6.6
03-08-94,3,AGARTALA,8
03-08-94,4,HYDERABAD,6.8
03-08-94,4,VIJAYAWADA,8.5
03-08-94,4,BANGALORE,7.5
03-08-94,4,THIRUVANANTHAPURAM,9.6
03-08-94,4,ERNAKULAM,9.2
03-08-94,4,CHENNAI,7.5
03-08-94,4,MADURAI,7.5
03-08-94,4,PONDICHERRY,7.5
10-08-94,1,HISAR,NA
10-08-94,1,KARNAL,NA
10-08-94,1,SHIMLA,9.5
10-08-94,1,MANDI,8.25
10-08-94,1,SRINAGAR,NA
10-08-94,1,JAMMU,8
10-08-94,1,AMRITSAR,6.5
10-08-94,1,LUDHIANA,7.5
10-08-94,1,LUCKNOW,6.5
10-08-94,1,KANPUR,7.5
10-08-94,1,CHANDIGARH,8.5
10-08-94,1,DELHI,8.5
10-08-94,2,AHMEDABAD,7.4
10-08-94,2,RAJKOT,7.25
10-08-94,2,PANAJI,7.5
10-08-94,2,BHOPAL,7.25
10-08-94,2,INDORE,8.25
10-08-94,2,MUMBAI,8.5
10-08-94,2,NAGPUR,7.75
10-08-94,2,JAIPUR,NA
10-08-94,2,JODHPUR,NA
10-08-94,3,GUWAHATI,7.2
10-08-94,3,PATNA,NA
10-08-94,3,SHILLONG,NA
10-08-94,3,AIZAWL,7
10-08-94,3,BHUBANESHWAR,6.2
10-08-94,3,CUTTACK,6.4
10-08-94,3,KOLKATA,NA
10-08-94,3,AGARTALA,8.25
10-08-94,4,HYDERABAD,NA
10-08-94,4,VIJAYAWADA,NA
10-08-94,4,BANGALORE,NA
10-08-94,4,THIRUVANANTHAPURAM,9.6
10-08-94,4,ERNAKULAM,9.2
10-08-94,4,CHENNAI,7.5
10-08-94,4,MADURAI,7.5
10-08-94,4,PONDICHERRY,7.5
17-08-94,1,HISAR,NA
17-08-94,1,KARNAL,NA
17-08-94,1,SHIMLA,9.5
17-08-94,1,MANDI,NA
17-08-94,1,SRINAGAR,8
17-08-94,1,JAMMU,8
17-08-94,1,AMRITSAR,6.5
17-08-94,1,LUDHIANA,7.5
17-08-94,1,LUCKNOW,6.5
17-08-94,1,KANPUR,7.5
17-08-94,1,CHANDIGARH,8.5
17-08-94,1,DELHI,8.5
17-08-94,2,AHMEDABAD,7.8
17-08-94,2,RAJKOT,NA
17-08-94,2,PANAJI,NA
17-08-94,2,BHOPAL,7.25
17-08-94,2,INDORE,NA
17-08-94,2,MUMBAI,8.5
17-08-94,2,NAGPUR,7.7
17-08-94,2,JAIPUR,NA
17-08-94,2,JODHPUR,NA
17-08-94,3,GUWAHATI,7.2
17-08-94,3,PATNA,NA
17-08-94,3,SHILLONG,7.6
17-08-94,3,AIZAWL,NA
17-08-94,3,BHUBANESHWAR,6.2
17-08-94,3,CUTTACK,6.4
17-08-94,3,KOLKATA,6.5
17-08-94,3,AGARTALA,8
17-08-94,4,HYDERABAD,6.8
17-08-94,4,VIJAYAWADA,NA
17-08-94,4,BANGALORE,7.5
17-08-94,4,THIRUVANANTHAPURAM,9
17-08-94,4,ERNAKULAM,NA
17-08-94,4,CHENNAI,7.5
17-08-94,4,MADURAI,7.5
17-08-94,4,PONDICHERRY,NA
24-08-94,1,HISAR,NA
24-08-94,1,KARNAL,NA
24-08-94,1,SHIMLA,9.1
24-08-94,1,MANDI,8.35
24-08-94,1,SRINAGAR,NA
24-08-94,1,JAMMU,8
24-08-94,1,AMRITSAR,6.5
24-08-94,1,LUDHIANA,7.5
24-08-94,1,LUCKNOW,NA
24-08-94,1,KANPUR,NA
24-08-94,1,CHANDIGARH,NA
24-08-94,1,DELHI,8.5
24-08-94,2,AHMEDABAD,7.6
24-08-94,2,RAJKOT,7.25
24-08-94,2,PANAJI,7.5
24-08-94,2,BHOPAL,7.5
24-08-94,2,INDORE,8.25
24-08-94,2,MUMBAI,NA
24-08-94,2,NAGPUR,NA
24-08-94,2,JAIPUR,10
24-08-94,2,JODHPUR,9.75
24-08-94,3,GUWAHATI,7.3
24-08-94,3,PATNA,NA
24-08-94,3,SHILLONG,7.7
24-08-94,3,AIZAWL,7
24-08-94,3,BHUBANESHWAR,6.2
24-08-94,3,CUTTACK,6.4
24-08-94,3,KOLKATA,6.6
24-08-94,3,AGARTALA,8.2
24-08-94,4,HYDERABAD,6.8
24-08-94,4,VIJAYAWADA,8.5
24-08-94,4,BANGALORE,7.5
24-08-94,4,THIRUVANANTHAPURAM,10
24-08-94,4,ERNAKULAM,9.2
24-08-94,4,CHENNAI,7.5
24-08-94,4,MADURAI,7.5
24-08-94,4,PONDICHERRY,7.5
31-08-94,1,HISAR,8
31-08-94,1,KARNAL,8
31-08-94,1,SHIMLA,9.5
31-08-94,1,MANDI,8.55
31-08-94,1,SRINAGAR,NA
31-08-94,1,JAMMU,8
31-08-94,1,AMRITSAR,7
31-08-94,1,LUDHIANA,8
31-08-94,1,LUCKNOW,NA
31-08-94,1,KANPUR,NA
31-08-94,1,CHANDIGARH,7.5
31-08-94,1,DELHI,8.5
31-08-94,2,AHMEDABAD,7.6
31-08-94,2,RAJKOT,NA
31-08-94,2,PANAJI,7.5
31-08-94,2,BHOPAL,7.5
31-08-94,2,INDORE,7.25
31-08-94,2,MUMBAI,8.5
31-08-94,2,NAGPUR,7.7
31-08-94,2,JAIPUR,10
31-08-94,2,JODHPUR,9
31-08-94,3,GUWAHATI,7
31-08-94,3,PATNA,NA
31-08-94,3,SHILLONG,7.7
31-08-94,3,AIZAWL,NA
31-08-94,3,BHUBANESHWAR,6.2
31-08-94,3,CUTTACK,6.4
31-08-94,3,KOLKATA,6.7
31-08-94,3,AGARTALA,8.25
31-08-94,4,HYDERABAD,6.8
31-08-94,4,VIJAYAWADA,6.5
31-08-94,4,BANGALORE,NA
31-08-94,4,THIRUVANANTHAPURAM,9.8
31-08-94,4,ERNAKULAM,9.3
31-08-94,4,CHENNAI,7.5
31-08-94,4,MADURAI,7.5
31-08-94,4,PONDICHERRY,7.5
07-09-94,1,HISAR,8
07-09-94,1,KARNAL,8
07-09-94,1,SHIMLA,9.5
07-09-94,1,MANDI,8.35
07-09-94,1,SRINAGAR,NA
07-09-94,1,JAMMU,NA
07-09-94,1,AMRITSAR,6.5
07-09-94,1,LUDHIANA,7.5
07-09-94,1,LUCKNOW,6.75
07-09-94,1,KANPUR,7.5
07-09-94,1,CHANDIGARH,9
07-09-94,1,DELHI,8.5
07-09-94,2,AHMEDABAD,NA
07-09-94,2,RAJKOT,NA
07-09-94,2,PANAJI,8
07-09-94,2,BHOPAL,7.5
07-09-94,2,INDORE,NA
07-09-94,2,MUMBAI,8.5
07-09-94,2,NAGPUR,7.7
07-09-94,2,JAIPUR,10
07-09-94,2,JODHPUR,9.8
07-09-94,3,GUWAHATI,7
07-09-94,3,PATNA,8.2
07-09-94,3,SHILLONG,7.7
07-09-94,3,AIZAWL,7
07-09-94,3,BHUBANESHWAR,6.25
07-09-94,3,CUTTACK,NA
07-09-94,3,KOLKATA,6.9
07-09-94,3,AGARTALA,8.25
07-09-94,4,HYDERABAD,6.8
07-09-94,4,VIJAYAWADA,6.5
07-09-94,4,BANGALORE,7.5
07-09-94,4,THIRUVANANTHAPURAM,9.8
07-09-94,4,ERNAKULAM,9.8
07-09-94,4,CHENNAI,7.5
07-09-94,4,MADURAI,7.5
07-09-94,4,PONDICHERRY,7.5
14-09-94,1,HISAR,8
14-09-94,1,KARNAL,8
14-09-94,1,SHIMLA,9.5
14-09-94,1,MANDI,8.6
14-09-94,1,SRINAGAR,NA
14-09-94,1,JAMMU,7
14-09-94,1,AMRITSAR,6.5
14-09-94,1,LUDHIANA,7
14-09-94,1,LUCKNOW,6.7
14-09-94,1,KANPUR,7.5
14-09-94,1,CHANDIGARH,9
14-09-94,1,DELHI,8.5
14-09-94,2,AHMEDABAD,7.5
14-09-94,2,RAJKOT,7.25
14-09-94,2,PANAJI,8
14-09-94,2,BHOPAL,7.5
14-09-94,2,INDORE,7
14-09-94,2,MUMBAI,8.5
14-09-94,2,NAGPUR,7.65
14-09-94,2,JAIPUR,10
14-09-94,2,JODHPUR,9.8
14-09-94,3,GUWAHATI,7.3
14-09-94,3,PATNA,8.2
14-09-94,3,SHILLONG,NA
14-09-94,3,AIZAWL,7
14-09-94,3,BHUBANESHWAR,6.4
14-09-94,3,CUTTACK,6.5
14-09-94,3,KOLKATA,6.9
14-09-94,3,AGARTALA,8.25
14-09-94,4,HYDERABAD,6.8
14-09-94,4,VIJAYAWADA,7
14-09-94,4,BANGALORE,NA
14-09-94,4,THIRUVANANTHAPURAM,9.8
14-09-94,4,ERNAKULAM,9.8
14-09-94,4,CHENNAI,7.5
14-09-94,4,MADURAI,7.5
14-09-94,4,PONDICHERRY,7.5
21-09-94,1,HISAR,8
21-09-94,1,KARNAL,8
21-09-94,1,SHIMLA,9.5
21-09-94,1,MANDI,8.6
21-09-94,1,SRINAGAR,NA
21-09-94,1,JAMMU,7.8
21-09-94,1,AMRITSAR,NA
21-09-94,1,LUDHIANA,NA
21-09-94,1,LUCKNOW,6.75
21-09-94,1,KANPUR,7.5
21-09-94,1,CHANDIGARH,9
21-09-94,1,DELHI,8.5
21-09-94,2,AHMEDABAD,7.5
21-09-94,2,RAJKOT,7.25
21-09-94,2,PANAJI,8
21-09-94,2,BHOPAL,7
21-09-94,2,INDORE,6.5
21-09-94,2,MUMBAI,NA
21-09-94,2,NAGPUR,NA
21-09-94,2,JAIPUR,10
21-09-94,2,JODHPUR,9.8
21-09-94,3,GUWAHATI,7.5
21-09-94,3,PATNA,8.2
21-09-94,3,SHILLONG,NA
21-09-94,3,AIZAWL,7
21-09-94,3,BHUBANESHWAR,6.5
21-09-94,3,CUTTACK,6.5
